@relation 'amazon-commerce-reviews-weka.filters.unsupervised.attribute.Remove-V-R7,386,388,448,678,821,889,1011,1295,2115,6597,6629,6707,6740,6755,6793,6896,6921,6924,6939,6966,6977,6995,7024,7468,7700,7976,8058,8977,9200,9967,10001'

@attribute V7 numeric
@attribute V386 numeric
@attribute V388 numeric
@attribute V448 numeric
@attribute V678 numeric
@attribute V821 numeric
@attribute V889 numeric
@attribute V1011 numeric
@attribute V1295 numeric
@attribute V2115 numeric
@attribute V6597 numeric
@attribute V6629 numeric
@attribute V6707 numeric
@attribute V6740 numeric
@attribute V6755 numeric
@attribute V6793 numeric
@attribute V6896 numeric
@attribute V6921 numeric
@attribute V6924 numeric
@attribute V6939 numeric
@attribute V6966 numeric
@attribute V6977 numeric
@attribute V6995 numeric
@attribute V7024 numeric
@attribute V7468 numeric
@attribute V7700 numeric
@attribute V7976 numeric
@attribute V8058 numeric
@attribute V8977 numeric
@attribute V9200 numeric
@attribute V9967 numeric
@attribute Class {Agresti,Ashbacher,Auken,Blankenship,Brody,Brown,Bukowsky,CFH,Calvinnme,Chachra,Chandler,Chell,Cholette,Comdet,Corn,Cutey,Davisson,Dent,Engineer,Goonan,Grove,Harp,Hayes,Janson,Johnson,Koenig,Kolln,Lawyeraau,Lee,Lovitt,Mahlers2nd,Mark,McKee,Merritt,Messick,Mitchell,Morrison,Neal,Nigam,Peterson,Power,Riley,Robert,Shea,Sherwin,Taylor,Vernon,Vision,Walters,Wilson}

@data
1,1,0,0,0,0,0,0,0,0,17,13,5,6,0,4,2,1,1,0,2,2,3,0,0,0,0,0,0,0,0,Auken
0,0,0,0,0,0,1,0,0,0,7,3,0,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Janson
11,0,0,0,0,0,0,0,0,0,11,5,6,0,7,6,1,1,5,5,4,4,0,0,1,1,0,0,0,0,0,Lovitt
0,0,0,0,0,0,0,0,0,0,9,5,7,2,0,1,1,0,0,0,1,1,1,1,3,3,0,0,0,0,0,Shea
2,0,0,0,0,0,0,0,0,0,31,5,7,10,0,6,2,2,5,5,0,0,4,1,0,0,0,0,0,0,1,Bukowsky
3,0,0,0,1,0,0,0,0,0,10,9,3,6,2,2,1,1,1,1,4,4,2,5,1,1,0,0,0,0,0,CFH
0,0,5,0,0,0,0,0,0,0,10,9,6,0,0,6,2,2,5,5,3,3,0,0,2,0,0,0,0,3,0,Engineer
7,0,0,0,0,0,0,0,0,0,15,3,1,6,6,2,1,1,2,2,2,2,3,0,0,0,0,0,1,0,0,Robert
8,0,0,0,0,0,0,0,0,0,14,10,1,14,5,3,6,5,1,1,2,1,7,0,0,0,0,0,0,0,1,Chandler
2,0,0,0,0,0,0,0,0,0,5,7,0,4,1,0,5,4,0,0,0,0,2,1,0,0,0,0,0,1,1,McKee
7,0,0,0,0,0,0,0,0,0,3,3,0,0,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,Cutey
0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,Vision
2,0,0,0,0,0,0,0,0,0,2,7,4,0,2,0,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,Chachra
3,0,0,0,0,0,0,0,0,0,10,5,4,4,2,2,2,2,2,2,0,0,2,1,0,0,0,1,0,0,0,Grove
6,0,0,0,0,0,0,0,0,0,10,3,2,0,6,1,2,2,0,0,6,6,0,2,0,0,0,0,0,0,0,Riley
0,0,0,0,0,0,0,0,0,0,19,11,6,2,0,8,0,0,6,6,1,1,1,1,0,0,0,0,1,0,0,Lovitt
0,0,0,0,0,0,1,0,0,0,10,1,3,0,0,1,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,Janson
1,0,0,0,0,0,0,0,0,0,11,11,7,0,1,2,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,Agresti
0,0,0,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Ashbacher
4,0,0,0,0,0,0,0,0,0,12,7,1,2,2,3,6,5,3,3,0,0,1,2,0,0,0,0,0,0,0,Grove
5,0,0,0,0,0,0,0,0,0,21,5,0,10,4,7,3,3,7,6,2,2,4,0,0,0,1,0,0,0,0,Robert
5,0,0,1,0,0,0,0,0,0,13,9,4,0,5,5,2,2,5,5,0,0,0,6,0,0,0,2,0,0,0,Brown
14,0,0,0,0,0,0,0,0,0,10,34,0,2,6,3,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,Chandler
1,0,0,0,0,0,0,0,0,0,9,7,2,4,1,2,6,5,2,2,0,0,2,1,2,2,0,0,0,0,0,Shea
10,0,0,0,0,0,0,0,1,0,15,13,1,0,8,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,Mark
0,0,0,0,0,0,0,0,0,0,10,3,1,2,0,2,0,0,2,2,2,2,1,3,0,0,0,0,2,0,0,Janson
4,0,0,1,0,0,0,0,0,0,6,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown
1,0,0,0,0,1,0,0,0,0,18,5,10,2,1,4,0,0,4,4,2,2,1,1,0,0,0,0,1,0,0,Merritt
1,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Ashbacher
12,0,0,0,0,0,0,0,0,0,9,13,2,0,9,2,4,4,1,1,2,1,0,0,1,1,0,0,0,1,0,Chachra
4,0,0,0,0,0,0,0,0,0,12,1,2,0,4,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,30,5,3,0,1,8,0,0,6,6,6,5,0,0,0,0,12,0,1,0,0,Peterson
7,0,0,0,0,0,0,0,0,0,10,7,8,2,7,0,17,17,0,0,0,0,1,3,0,0,5,4,0,0,0,Sherwin
0,2,0,0,0,0,0,0,0,0,16,9,7,10,0,4,0,0,1,1,5,5,4,0,0,0,1,0,3,0,0,Kolln
1,0,0,0,0,0,0,0,0,0,23,5,0,2,1,8,0,0,4,3,1,1,1,4,0,0,1,0,1,0,0,Vernon
12,0,0,0,0,0,0,0,0,0,10,11,0,0,8,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,Shea
10,0,0,0,0,0,0,0,0,0,9,13,13,0,9,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,Dent
5,0,0,0,0,0,0,0,0,0,9,3,0,2,5,0,2,2,0,0,1,1,1,2,0,0,0,0,0,0,0,Riley
0,2,0,0,0,0,0,0,0,0,6,8,7,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,Auken
8,0,0,0,0,0,0,0,0,0,6,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Brody
8,0,0,0,0,0,0,1,0,0,2,14,0,8,8,0,1,1,0,0,1,1,2,5,0,0,0,0,0,0,2,Johnson
2,0,0,1,0,0,0,0,0,0,2,3,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Brown
3,0,0,0,0,0,0,0,0,0,16,7,6,4,2,3,0,0,2,2,0,0,2,0,0,0,0,2,0,0,1,Wilson
0,2,0,0,0,0,0,0,0,0,15,18,9,0,0,5,0,0,1,1,21,3,0,1,3,0,15,3,1,0,0,Auken
10,0,0,0,0,0,0,0,0,0,15,12,6,4,9,2,8,8,2,2,0,0,1,4,2,2,0,2,0,0,0,Mitchell
1,0,0,0,0,0,0,0,0,0,11,5,11,8,1,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,1,Walters
5,0,0,0,0,0,0,0,0,0,17,7,6,8,4,4,0,0,4,4,0,0,3,6,0,0,0,3,0,0,1,Wilson
1,0,0,0,0,0,0,0,0,0,14,7,8,4,0,3,0,0,3,3,8,8,1,0,3,3,1,0,1,0,0,Kolln
0,0,0,0,0,0,0,0,0,0,16,10,8,12,0,5,5,5,5,5,1,1,6,0,0,0,0,0,0,0,2,Davisson
1,0,0,0,0,0,0,0,0,0,8,11,0,0,1,1,1,0,1,1,4,4,0,0,0,0,0,0,4,0,0,Calvinnme
0,0,0,0,0,0,0,0,0,0,9,18,5,4,0,2,0,0,2,2,2,3,2,0,3,3,0,0,0,0,0,Koenig
2,0,0,0,0,0,0,0,0,0,16,9,5,0,1,6,0,0,2,1,1,1,0,1,1,1,1,0,0,2,0,Messick
6,0,0,0,0,1,0,0,0,0,20,18,6,0,5,6,2,0,4,4,0,0,0,0,0,0,0,0,1,0,0,Merritt
3,0,0,0,0,0,0,0,0,0,14,14,3,2,2,4,1,1,2,2,0,0,0,0,1,1,0,1,1,0,1,Mitchell
1,0,0,0,0,0,0,0,0,0,6,8,0,0,1,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,Blankenship
6,0,0,0,0,0,0,0,0,0,8,9,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
7,0,0,0,0,0,0,0,0,0,9,15,17,2,5,2,0,0,0,0,2,1,1,0,7,0,0,0,0,0,0,Dent
2,0,0,0,0,0,1,0,0,0,10,7,3,0,0,2,1,1,0,0,4,4,0,1,0,0,0,0,3,0,0,Morrison
9,0,0,0,0,0,0,0,0,0,6,7,4,0,8,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,Nigam
4,0,0,0,0,0,0,0,0,0,3,17,16,2,2,0,1,1,0,0,0,0,0,3,1,1,1,8,0,0,0,Mitchell
8,0,0,0,0,0,0,0,0,0,1,9,0,21,4,0,0,0,0,0,1,1,9,0,0,0,2,0,0,0,2,Sherwin
15,0,0,1,0,0,0,0,0,1,11,11,3,0,11,6,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,Koenig
16,0,0,0,0,0,0,0,0,0,10,7,0,2,14,2,1,1,1,1,1,1,1,0,0,0,3,0,0,0,0,Riley
3,0,0,0,0,0,1,0,0,0,10,7,2,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Morrison
1,0,0,0,0,0,0,0,0,0,10,7,0,0,0,4,0,0,2,2,1,1,0,2,0,0,3,0,1,0,0,Peterson
9,0,0,1,0,0,0,0,0,0,11,7,7,0,9,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,Brown
2,0,0,0,0,0,0,0,0,0,5,5,4,2,2,0,4,3,0,0,1,1,1,0,1,1,0,0,0,0,0,Calvinnme
1,0,0,0,0,0,0,0,0,0,4,7,1,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Nigam
2,0,0,0,0,0,0,0,0,0,20,5,11,0,1,2,0,0,0,0,2,2,0,0,1,0,2,2,0,0,0,Lee
5,0,0,0,0,0,0,0,0,0,7,14,7,1,4,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,Dent
5,0,0,0,0,0,0,0,0,0,4,9,4,24,5,0,0,0,0,0,0,0,9,0,0,0,9,2,0,0,2,Sherwin
0,0,1,0,0,0,0,0,0,0,8,7,1,10,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,Agresti
6,0,0,0,1,0,0,0,0,0,9,5,0,0,5,0,3,3,0,0,2,2,0,0,0,0,1,0,0,0,0,Brown
7,0,0,0,0,0,0,0,0,1,8,9,2,2,7,2,0,0,2,2,2,2,1,0,2,2,0,0,0,0,0,Koenig
5,0,0,0,0,0,0,0,0,0,16,12,2,2,4,0,0,0,0,0,2,2,1,0,2,2,0,0,0,0,0,Corn
4,0,0,0,0,0,0,0,0,0,24,7,9,6,3,3,0,0,3,3,2,2,3,1,0,0,1,3,0,0,0,Grove
5,0,0,0,1,0,0,0,0,0,5,9,2,6,3,1,1,1,0,0,4,4,3,0,0,0,0,0,0,0,0,CFH
5,0,0,0,0,0,0,0,0,0,8,19,8,0,4,1,6,5,0,0,2,2,0,0,5,2,0,0,0,5,0,Dent
14,0,0,0,0,0,0,0,0,0,7,10,1,2,11,0,4,3,0,0,1,1,1,0,0,0,1,0,0,0,1,Blankenship
2,0,0,0,0,0,0,0,0,0,25,5,0,4,1,4,9,6,3,3,1,1,2,0,0,0,0,0,0,0,0,Lee
4,0,0,0,0,2,0,0,0,0,11,7,1,0,4,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Nigam
12,0,0,0,0,0,0,0,0,0,13,7,2,4,10,4,3,3,4,4,0,0,2,6,0,0,0,1,0,0,0,Neal
2,0,0,0,0,0,0,0,0,0,24,5,4,0,2,4,4,4,3,3,3,3,0,0,3,3,0,0,0,0,0,Comdet
2,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Corn
0,0,0,0,0,0,0,0,0,0,14,7,4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,Peterson
4,0,0,0,0,0,0,0,0,0,3,13,2,0,2,0,3,2,0,0,2,2,0,1,1,1,0,0,0,0,0,Nigam
2,0,0,0,0,0,0,0,0,0,17,7,2,0,1,7,0,0,5,4,3,3,0,2,1,1,0,0,0,5,0,Messick
13,0,0,0,0,0,0,0,0,0,12,5,7,0,8,4,1,0,4,4,1,1,0,0,1,0,0,1,0,0,0,Cholette
5,0,0,0,0,0,0,0,0,0,6,7,2,0,4,1,2,2,1,0,0,0,0,5,0,0,1,0,0,0,0,Goonan
1,0,0,0,0,1,0,0,0,0,12,9,2,0,0,2,7,4,2,2,0,0,0,0,0,0,0,0,0,0,0,Vision
4,0,0,0,0,0,0,0,0,0,10,7,0,2,3,0,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,Chandler
2,0,0,0,0,0,0,0,0,0,15,3,4,6,2,1,3,3,1,1,1,1,3,0,0,0,1,0,0,0,1,Vernon
1,0,0,0,0,0,0,0,0,0,22,7,3,8,1,7,0,0,6,6,1,1,3,2,0,0,0,0,0,0,0,Wilson
1,0,0,0,0,0,0,0,0,0,12,5,3,0,1,0,1,1,0,0,1,1,0,6,2,2,0,0,0,0,0,Nigam
3,0,0,0,0,0,0,0,0,0,11,14,4,0,2,1,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,Brody
3,0,0,0,0,0,0,0,0,0,17,12,1,0,2,1,2,2,1,1,1,1,0,4,0,0,1,0,0,0,0,Blankenship
12,0,0,0,0,0,0,0,0,0,9,7,1,0,9,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,Davisson
10,0,0,0,0,0,0,0,0,0,7,3,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Riley
5,0,0,1,0,0,0,0,0,0,11,9,0,2,4,7,0,0,4,4,0,0,1,5,0,0,0,0,0,0,0,Brown
9,0,0,0,0,0,0,0,0,0,5,3,0,0,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Cutey
2,0,0,0,0,0,0,0,0,0,18,7,9,2,2,2,0,0,1,1,0,0,1,0,0,0,4,3,2,0,0,Taylor
1,0,0,0,0,0,0,0,0,0,16,5,0,8,1,5,5,5,5,4,0,0,4,1,0,0,0,0,0,0,0,Bukowsky
0,0,0,0,0,0,0,0,0,0,17,5,0,2,0,8,7,7,8,8,1,1,1,0,0,0,0,0,0,0,0,Vernon
0,1,0,0,0,0,0,0,0,0,12,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,Auken
2,0,0,0,0,0,0,0,0,0,23,5,2,4,2,5,0,0,4,4,0,0,2,0,0,0,1,0,0,0,0,Wilson
2,0,0,0,0,0,0,0,0,1,10,9,4,0,2,2,2,2,1,1,3,3,0,0,1,1,1,0,0,0,0,Koenig
12,0,0,0,0,0,1,0,0,0,12,9,6,0,6,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,Morrison
9,0,0,0,0,0,0,0,0,0,17,12,0,6,8,5,3,3,4,4,0,0,2,5,0,0,1,0,3,0,2,Blankenship
2,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chachra
12,0,0,0,0,0,0,0,0,0,12,3,3,0,7,0,3,3,0,0,1,1,0,0,2,2,1,0,0,1,0,Cutey
0,0,0,0,0,0,1,0,0,0,8,3,4,0,0,1,0,0,0,0,6,6,0,0,2,2,0,0,0,2,0,Harp
4,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,6,6,1,1,0,0,0,5,0,0,0,0,0,0,0,Calvinnme
2,0,0,0,1,0,0,0,0,0,10,19,11,4,2,0,1,1,0,0,5,5,2,0,9,9,0,0,0,0,0,CFH
2,0,0,0,0,0,0,0,0,0,18,9,5,8,1,3,0,0,3,3,0,0,4,5,0,0,0,0,0,2,1,Lovitt
8,0,0,0,0,0,1,0,0,0,27,7,7,0,7,4,0,0,2,2,2,2,0,0,0,0,1,0,0,0,0,Morrison
10,0,0,0,0,0,0,0,0,0,7,9,0,2,8,0,3,3,0,0,0,0,1,5,0,0,0,0,0,0,0,Chandler
5,0,0,1,1,0,0,1,0,0,3,9,0,4,3,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,1,Johnson
0,0,0,1,0,0,0,0,0,0,23,7,4,8,0,3,0,0,1,1,1,1,4,0,0,0,0,0,1,2,1,Auken
4,0,0,0,0,0,0,0,0,0,19,7,5,5,4,5,0,0,3,2,3,3,3,4,0,0,0,2,2,0,0,Peterson
0,0,0,0,0,0,0,0,0,0,16,5,6,8,0,1,0,0,0,0,2,2,3,0,0,0,3,3,0,0,1,Walters
2,0,0,0,0,0,1,0,0,0,15,2,9,0,1,2,0,0,1,1,5,5,0,0,4,4,0,4,2,1,0,Morrison
5,0,0,0,0,0,0,0,0,0,6,9,0,0,3,1,1,1,1,1,0,0,0,1,0,0,5,0,0,0,0,Sherwin
0,0,0,0,0,0,1,0,0,0,12,4,0,0,0,2,0,0,2,1,4,4,0,0,0,0,1,0,0,6,0,Morrison
1,0,0,0,0,0,0,0,0,0,8,11,2,2,1,1,5,5,1,1,0,0,0,3,1,1,2,1,1,0,1,Mitchell
2,0,0,0,0,0,0,0,0,0,29,7,6,8,2,8,2,1,4,4,1,2,3,5,0,0,0,2,0,0,2,Wilson
0,0,0,0,0,0,0,0,0,0,16,7,8,2,0,1,0,0,1,1,3,3,1,3,0,0,1,3,0,0,1,Peterson
0,0,0,0,0,0,0,0,0,0,12,7,9,12,0,3,0,0,2,2,1,1,6,0,0,0,0,4,0,0,0,Walters
11,0,0,0,0,0,0,0,0,0,15,13,0,0,9,4,2,2,4,4,1,1,0,4,0,0,0,0,0,0,0,Power
5,0,0,0,0,0,0,0,0,0,6,2,0,0,4,0,7,5,0,0,1,1,0,1,0,0,2,0,0,0,0,Cutey
1,0,0,0,0,0,0,0,0,0,23,7,1,8,1,5,7,6,3,3,0,0,4,4,1,1,0,0,0,0,0,Shea
0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,3,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,Brody
3,2,0,0,0,0,0,0,0,0,15,7,4,6,3,6,0,0,3,3,1,1,3,2,0,0,4,1,3,0,1,Taylor
3,0,0,0,0,0,0,0,0,0,6,11,6,0,2,1,6,6,0,0,3,3,0,8,2,2,0,2,0,0,0,Mahlers2nd
7,0,0,0,0,0,0,0,0,0,10,7,4,2,6,1,6,6,0,0,1,1,1,0,0,0,2,2,0,0,0,Sherwin
1,0,0,0,0,0,0,0,0,0,13,7,4,0,0,3,1,1,2,2,1,1,0,0,1,1,0,0,0,0,0,Comdet
1,0,0,0,0,0,0,0,0,0,19,3,2,6,1,2,3,3,0,0,0,0,3,0,0,0,1,0,0,0,1,Ashbacher
2,0,0,0,0,0,0,0,0,0,11,7,7,2,1,1,5,4,0,0,0,0,1,0,5,5,0,0,0,4,0,Dent
1,0,0,0,0,0,0,0,0,0,2,13,2,2,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,1,Mitchell
0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vision
8,0,0,0,0,0,0,0,0,0,10,9,9,4,7,3,3,3,2,1,0,0,2,0,4,4,0,4,0,0,0,Mahlers2nd
1,0,0,0,1,0,0,0,0,0,8,24,13,2,1,0,0,0,0,0,1,1,1,0,13,10,0,0,0,0,0,CFH
7,0,0,0,0,0,0,0,0,0,18,5,9,0,5,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,Engineer
2,0,0,0,0,0,0,0,0,0,19,7,5,6,0,5,0,0,5,5,0,0,3,0,0,0,0,2,0,0,1,Wilson
0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,Harp
11,0,0,0,0,0,0,0,0,0,9,14,8,6,10,2,3,3,0,0,1,1,3,0,4,2,0,4,0,0,0,Mahlers2nd
0,0,0,0,0,0,0,0,0,0,17,7,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Lawyeraau
11,0,0,0,0,0,0,0,0,0,18,5,8,2,7,4,0,0,3,3,1,1,1,4,0,0,0,2,0,0,0,Cholette
0,1,0,0,0,0,0,0,0,0,8,13,5,4,0,0,1,1,0,0,4,4,2,0,2,1,0,1,1,1,0,Auken
0,0,0,0,0,0,0,0,0,0,29,9,1,0,0,6,2,2,6,6,2,2,0,0,1,1,1,0,0,3,0,Messick
19,0,0,0,0,0,0,1,0,0,3,10,0,4,14,0,8,7,0,0,1,1,2,4,0,0,0,0,0,0,0,Johnson
2,0,0,0,0,0,0,0,0,0,21,3,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ashbacher
0,0,0,0,0,0,0,0,0,0,8,3,5,2,0,5,0,0,5,4,1,1,1,1,0,0,0,2,0,0,1,Grove
9,1,0,0,0,0,0,0,0,0,17,5,1,0,7,3,0,0,1,1,0,0,0,2,1,1,0,0,0,2,0,Harp
1,0,0,0,0,0,0,0,0,0,9,7,2,4,1,1,0,0,1,1,7,7,1,0,0,0,1,0,2,0,0,Kolln
18,0,0,0,0,0,0,0,0,0,21,5,17,0,15,3,0,0,2,1,3,3,0,0,0,0,1,4,0,0,0,Cholette
7,0,0,0,0,0,0,0,0,0,19,5,3,4,6,4,2,2,3,3,1,1,2,0,2,2,2,1,0,0,0,Lee
2,0,0,0,0,0,0,0,0,0,11,15,1,0,1,3,9,9,1,1,1,1,0,6,0,0,0,0,5,0,0,Power
7,0,0,0,0,0,0,0,0,0,8,11,9,0,5,0,3,3,0,0,3,3,0,0,4,4,0,3,0,0,0,Mahlers2nd
5,0,0,0,0,0,0,0,0,0,20,13,2,2,3,3,10,8,3,3,1,1,0,2,1,1,0,1,0,0,1,Mitchell
3,0,0,0,0,1,0,0,0,0,7,7,4,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agresti
1,0,0,0,0,0,0,0,0,0,2,13,2,2,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,1,Mitchell
4,0,0,0,0,0,0,0,0,0,25,7,6,4,3,7,0,0,3,3,1,1,2,3,0,0,0,0,1,0,0,Lawyeraau
8,0,0,0,0,0,0,0,0,0,25,11,0,0,6,7,10,10,7,7,4,4,0,3,0,0,0,0,0,0,0,Power
2,0,0,1,1,0,0,0,0,0,8,15,5,2,2,0,1,1,0,0,3,3,1,0,4,4,0,0,0,0,0,CFH
0,1,0,0,0,0,0,0,0,0,14,3,3,0,0,4,0,0,3,3,1,1,0,7,3,3,0,0,0,0,0,Harp
3,0,0,0,0,0,0,0,0,0,30,7,8,4,3,7,0,0,6,6,0,0,2,3,0,0,0,1,0,0,0,Wilson
1,0,0,0,0,0,0,0,0,0,4,1,5,0,0,2,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,Grove
7,0,0,0,0,0,0,0,0,0,7,2,1,0,5,1,5,3,1,1,1,1,0,0,1,1,0,0,0,0,0,Cutey
8,0,0,0,0,0,0,0,0,0,7,9,1,22,2,0,1,0,0,0,0,0,9,0,0,0,5,0,0,0,2,Sherwin
10,0,0,0,0,0,0,1,0,0,1,9,0,4,6,0,6,3,0,0,1,1,1,9,0,0,0,0,0,0,1,Johnson
20,0,0,0,0,0,0,0,0,0,13,14,1,0,13,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Chandler
11,0,0,0,0,0,0,0,0,0,17,5,6,4,9,3,0,0,2,2,2,2,2,0,0,0,0,2,0,0,0,Cholette
3,0,0,0,0,0,0,0,0,0,4,11,3,0,3,2,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,Blankenship
3,0,0,0,0,0,0,0,0,0,9,1,4,12,2,5,0,0,5,5,2,2,5,1,0,0,0,0,0,0,0,Hayes
2,0,0,0,0,0,0,0,0,0,9,10,14,0,0,0,2,2,0,0,7,7,0,0,4,1,0,0,1,8,0,Engineer
0,0,0,0,0,0,0,0,0,0,14,3,6,4,0,2,3,3,0,0,5,5,2,0,0,0,1,1,0,0,0,Chell
7,0,0,0,0,0,0,0,0,0,15,11,8,8,6,3,0,0,3,3,1,1,3,3,0,0,0,3,0,0,2,Lovitt
0,0,0,1,0,1,0,0,0,0,18,3,2,2,0,2,0,0,2,2,2,2,1,1,0,0,0,0,8,0,0,Merritt
3,0,0,0,0,0,0,0,1,0,2,6,1,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Chachra
7,0,0,0,0,0,0,0,0,0,14,15,1,10,5,5,6,6,2,2,2,2,4,0,1,1,0,0,0,0,0,CFH
3,0,0,0,0,0,0,0,0,0,19,5,11,8,3,8,2,2,5,5,1,1,4,3,0,0,0,2,0,1,2,Lovitt
0,0,0,0,0,0,0,0,0,0,10,1,4,0,0,3,0,0,2,2,0,0,0,0,4,4,0,0,1,2,0,Harp
8,0,0,0,0,0,0,0,0,0,11,9,10,0,3,2,5,5,2,2,1,1,0,0,5,5,0,5,0,0,0,Mahlers2nd
0,0,0,0,0,0,0,0,0,0,27,5,4,2,0,6,0,0,3,3,0,0,1,0,0,0,1,0,1,0,0,Bukowsky
13,0,0,0,0,0,0,0,0,0,8,15,16,2,7,0,2,2,0,0,1,0,1,0,7,7,0,7,0,0,0,Mahlers2nd
0,0,0,0,0,0,0,0,0,0,16,9,1,0,0,7,5,3,6,6,3,3,0,0,0,0,0,0,0,0,0,Comdet
0,0,0,0,0,0,0,0,0,0,18,9,8,26,0,3,0,0,3,2,11,11,10,0,1,1,1,2,4,0,0,Kolln
7,0,0,0,0,0,0,0,0,0,11,3,0,0,6,1,4,3,0,0,2,2,0,0,0,0,1,0,0,0,0,Cutey
1,0,0,1,0,1,0,0,0,0,18,5,4,4,0,3,0,0,2,2,4,4,1,0,0,0,1,0,2,0,1,Merritt
2,0,0,0,0,0,0,0,0,0,11,5,4,4,0,3,3,1,3,3,3,3,2,0,0,0,1,0,3,1,0,Kolln
0,0,0,0,0,0,0,0,0,0,23,7,0,2,0,6,0,0,3,3,3,3,1,3,0,0,1,0,0,0,1,Peterson
2,0,0,0,0,0,0,0,0,0,16,7,2,0,1,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Lawyeraau
5,0,0,0,0,0,0,0,0,0,4,3,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,McKee
2,0,0,0,0,1,0,0,0,0,18,5,1,3,2,3,2,2,3,3,4,4,0,1,0,0,0,0,0,0,0,Merritt
14,0,0,0,0,0,0,0,0,0,17,2,0,0,11,1,4,4,1,1,2,2,0,0,0,0,0,0,0,0,0,Chandler
4,0,0,1,1,0,0,1,0,0,2,15,0,6,2,0,6,6,0,0,0,0,1,5,0,0,0,0,0,0,2,Johnson
4,0,0,0,0,0,0,0,0,0,15,9,3,0,4,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Neal
