@relation metaData_small_allPerformanceValues

@attribute 'OpenML Data Set ID' numeric
@attribute NumberOfInstances numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfClasses numeric
@attribute Dimensionality numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute NumberOfBinaryFeatures numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassSize numeric
@attribute MajorityClassPercentage numeric
@attribute MinorityClassPercentage numeric
@attribute AutoCorrelation numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute CardinalityAtTwo numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtFour numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
15,699,10,2,0.014306,16,16,0.02289,0.002289,9,1,1,0.9,0.1,0.1,458,241,0.655222,0.344778,0.631805,3.135704,2.751081,1.684115,1.477489,1.589413,1.715078,-0.798844,0.592859,4.41774,3.643857,12.657878,3.560658,2.83691,2.326332,-0.308352,1.044992,3.207439,2.855379,0.184621,1.233137,3.491212,3.052547,1.578507,1.61832,2,2,2,0,0.975222,0.042918,0.904445,0.988308,0.040057,0.912545,0.924908,0.088698,0.810753,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.92696,0.055794,0.876874,0.95278,0.055794,0.875655,0.95169,0.044349,0.901745,0.92696,0.055794,0.876874,0.95278,0.055794,0.875655,0.95169,0.044349,0.901745,0.92696,0.055794,0.876874,0.95278,0.055794,0.875655,0.95169,0.044349,0.901745,9.888889,0.333333,9,10,2,0,2,2,100,1000,10000,97.198068,96.328502,0,96.521739,95.845411,96.908213,96.811594,96.618357,89.371981,96.038647,95.555556,95.555556,95.169082,91.690821,95.072464,65.700483,91.690821,94.299517,96.618357,96.521739,94.202899,93.429952
1045,145,95,2,0.655172,0,0,0,0,94,1,1,0.989474,0.010526,0.010526,137,8,0.944828,0.055172,0.909722,1290.466303,2999.287429,13.155357,2.727121,0,0,-0.817527,-1.10674,76249.588138,200468.249436,69.943763,8.424911,1,0.944126,2.437016,1.456223,7.396686,7.961035,8.183019,2.402597,59.62069,62.407343,16.950202,3.955851,2,2,2,0,0.656478,0.055172,0.400207,0.734319,0.103448,0.297254,0.776916,0.082759,0.357459,0.772354,0.062069,0.156432,0.772354,0.062069,0.156432,0.772354,0.062069,0.156432,0.687044,0.075862,0.312796,0.498175,0.055172,0,0.724453,0.075862,0.381543,0.687044,0.075862,0.312796,0.498175,0.055172,0,0.724453,0.075862,0.381543,0.687044,0.075862,0.312796,0.498175,0.055172,0,0.724453,0.075862,0.381543,63.989362,49.646383,1,133,2,0,2,2,17689,2352637,310548084,87.804878,91.219512,92.195122,92.195122,94.634146,96.097561,96.585366,95.609756,92.682927,97.560976,84.878049,93.170732,95.121951,95.121951,92.682927,97.560976,91.707317,93.658537,95.609756,96.585366,88.292683,96.585366
40981,690,15,2,0.021739,0,0,0,0,6,9,5,0.4,0.6,0.333333,383,307,0.555072,0.444928,0.519594,64.292754,51.822194,0.19033,0.909752,3.298551,4.034413,-0.926991,0.39265,148.686957,92.932052,4.265347,2.125503,28.685507,28.255223,-0.88476,0.458658,56.97029,52.471411,-0.53755,0.693749,99.183696,77.754299,0.878392,1.335527,14,2,4.222222,4.146618,0.808324,0.186957,0.619651,0.905962,0.155072,0.68183,0.85897,0.144928,0.711618,0.851001,0.156522,0.685551,0.851001,0.156522,0.685551,0.851001,0.156522,0.685551,0.835552,0.157971,0.681925,0.851664,0.15942,0.679933,0.750712,0.249275,0.494346,0.835552,0.157971,0.681925,0.851664,0.15942,0.679933,0.750712,0.249275,0.494346,0.835552,0.157971,0.681925,0.851664,0.15942,0.679933,0.750712,0.249275,0.494346,188.5,109.841249,23,350,4.222222,4.146618,2,14,84000,18060000,3088260000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1048,369,9,2,0.02439,0,0,0,0,8,1,1,0.888889,0.111111,0.111111,204,165,0.552846,0.447154,0.730978,60.002371,105.3519,38.730399,4.402478,0.707317,2.007215,-1.331386,-0.376844,225.276423,478.126717,90.963115,8.469398,3.721545,5.866685,0.047197,1.217945,12.555556,21.528957,34.991085,4.692823,139.697832,209.851032,75.141637,7.668245,2,2,2,0,0.60352,0.390244,0.213429,0.638821,0.430894,0.188203,0.603194,0.420054,0.183966,0.638102,0.384824,0.239286,0.638102,0.384824,0.239286,0.638102,0.384824,0.239286,0.616548,0.376694,0.233215,0.645811,0.371274,0.245128,0.564795,0.425474,0.130879,0.616548,0.376694,0.233215,0.645811,0.371274,0.245128,0.564795,0.425474,0.130879,0.616548,0.376694,0.233215,0.645811,0.371274,0.245128,0.564795,0.425474,0.130879,71.5,71.418285,9,229,2,0,2,2,26106,1696890,89935170,58.703704,53.518519,55,63.148148,59.62963,63.888889,62.222222,62.222222,53.888889,64.444444,64.444444,60.37037,60,57.962963,61.851852,55.555556,56.481481,64.074074,61.481481,68.333333,62.037037,63.888889
25,368,28,2,0.076087,361,1927,0.980978,0.187015,7,21,5,0.25,0.75,0.178571,232,136,0.630435,0.369565,0.544959,31.107422,12.710387,0.894771,0.705459,2.94812,0.711684,-0.931788,-0.462969,70.75731,28.089867,2.649195,1.58053,4.962319,1.927064,-0.929146,0.018636,30.521886,10.865663,0.844197,0.964515,45.656798,27.70488,2.027071,1.39429,337,2,22.333333,73.266181,0.79304,0.19837,0.574937,0.868408,0.19837,0.578776,0.803436,0.184783,0.612871,0.801788,0.184783,0.612871,0.801788,0.184783,0.612871,0.801788,0.184783,0.612871,0.83738,0.160326,0.65223,0.5,0.369565,0,0.798886,0.206522,0.545738,0.83738,0.160326,0.65223,0.5,0.369565,0,0.798886,0.206522,0.545738,0.83738,0.160326,0.65223,0.5,0.369565,0,0.798886,0.206522,0.545738,48.571429,18.644545,24,84,22.333333,73.266181,2,337,28308,1783404,96303816,80.560748,77.757009,0,85.046729,83.925234,81.495327,81.869159,84.859813,64.859813,80,70.280374,77.009346,84.11215,42.429907,83.925234,63.551402,79.439252,82.616822,85.981308,87.850467,74.579439,64.299065
27,368,23,2,0.0625,361,1927,0.980978,0.22767,7,16,3,0.304348,0.695652,0.130435,232,136,0.630435,0.369565,0.544959,31.107422,12.710387,0.894771,0.705459,2.94812,0.711684,-0.931788,-0.462969,70.75731,28.089867,2.649195,1.58053,4.962319,1.927064,-0.929146,0.018636,30.521886,10.865663,0.844197,0.964515,45.656798,27.70488,2.027071,1.39429,6,2,3.5625,1.152895,0.778287,0.206522,0.549949,0.843338,0.220109,0.538176,0.803436,0.184783,0.612871,0.801946,0.179348,0.620879,0.801946,0.179348,0.620879,0.801946,0.179348,0.620879,0.84375,0.144022,0.680723,0.841373,0.168478,0.637335,0.812969,0.247283,0.474912,0.84375,0.144022,0.680723,0.841373,0.168478,0.637335,0.812969,0.247283,0.474912,0.84375,0.144022,0.680723,0.841373,0.168478,0.637335,0.812969,0.247283,0.474912,48.571429,18.644545,24,84,3.5625,1.152895,2,6,4536,244944,10777536,78.317757,75.88785,0,77.757009,79.439252,78.691589,81.308411,81.121495,61.308411,78.317757,72.523364,82.616822,81.869159,79.439252,83.551402,63.551402,79.439252,83.925234,81.869159,84.299065,76.635514,82.616822
29,690,16,2,0.023188,37,67,0.053623,0.006069,6,10,5,0.375,0.625,0.3125,383,307,0.555072,0.444928,0.978229,207.05843,901.509141,49.931704,4.423867,2.223406,3.346513,1.119236,1.145892,1017.385507,5210.102598,214.669972,13.140655,2.355851,4.483833,1.985325,1.403083,18.163448,8.468013,15.348781,2.807662,392.357455,1432.880726,91.789567,7.149554,14,2,4.2,4.049691,0.818419,0.178261,0.638282,0.894012,0.215942,0.549265,0.859038,0.144928,0.711618,0.877612,0.143478,0.710175,0.877612,0.143478,0.710175,0.877612,0.143478,0.710175,0.892857,0.16087,0.673994,0.885777,0.144928,0.710515,0.767221,0.249275,0.49105,0.892857,0.16087,0.673994,0.885777,0.144928,0.710515,0.767221,0.249275,0.49105,0.892857,0.16087,0.673994,0.885777,0.144928,0.710515,0.767221,0.249275,0.49105,188.166667,109.579956,23,349,4.2,4.049691,2,14,83760,18008400,3061428000,86.960784,76.568627,0,84.215686,81.666667,84.705882,84.901961,84.411765,63.137255,79.509804,78.72549,84.117647,85.196078,85.686275,83.137255,55.392157,85.686275,85.490196,84.607843,85.196078,76.078431,85.196078
1054,161,40,2,0.248447,0,0,0,0,39,1,1,0.975,0.025,0.025,109,52,0.677019,0.322981,0.5625,1526.550655,4006.826216,9.175646,2.493481,0.108012,0.111222,-1.145262,-1.345072,54688.740807,145427.384796,21.019994,4.398283,1.661118,1.037009,4.78391,1.921905,10.714286,15.136265,10.35809,3.003491,34.918075,40.952368,13.256151,3.390165,2,2,2,0,0.635145,0.285714,0.281668,0.691221,0.267081,0.309426,0.582745,0.329193,0.051784,0.51879,0.329193,0.039617,0.51879,0.329193,0.039617,0.51879,0.329193,0.039617,0.576394,0.31677,0.180948,0.504234,0.304348,0.076554,0.567131,0.347826,0.14443,0.576394,0.31677,0.180948,0.504234,0.304348,0.076554,0.567131,0.347826,0.14443,0.576394,0.31677,0.180948,0.504234,0.304348,0.076554,0.567131,0.347826,0.14443,59.153846,44.951166,6,157,2,0,2,2,24649,3820595,576909845,65.777778,69.777778,70.666667,69.777778,62.666667,67.555556,70.222222,68.444444,31.111111,69.777778,60.444444,66.222222,66.666667,68.888889,68,68.888889,69.777778,62.666667,68.444444,71.111111,66.222222,70.666667
31,1000,21,2,0.021,0,0,0,0,7,14,3,0.333333,0.666667,0.142857,700,300,0.7,0.3,0.56957,476.583857,407.047619,0.924278,0.920379,1.155,0.362086,-1.381449,-0.531348,3271.258,2822.736876,4.29259,1.949628,1.407,0.577654,-1.210473,-0.27257,2.973,1.118715,0.919781,1.094184,35.546,12.058814,1.649274,1.909445,10,2,4,2.038099,0.649048,0.286,0.304475,0.786048,0.248,0.37247,0.664762,0.3,0,0.720829,0.273,0.305697,0.720829,0.273,0.305697,0.720829,0.273,0.305697,0.661748,0.279,0.244312,0.700293,0.269,0.222543,0.658024,0.298,0.278101,0.661748,0.279,0.244312,0.700293,0.269,0.222543,0.658024,0.298,0.278101,0.661748,0.279,0.244312,0.700293,0.269,0.222543,0.658024,0.298,0.278101,145.857143,342.362103,2,921,4,2.038099,2,10,48813,1610829,16108290,74.765101,74.42953,0,74.966443,71.744966,74.42953,75.436242,74.697987,70.134228,70.469799,68.926174,72.013423,71.812081,67.181208,71.342282,70.134228,70.134228,72.214765,74.697987,75.503356,66.711409,71.610738
1055,89,9,2,0.101124,0,0,0,0,7,2,1,0.777778,0.222222,0.111111,69,20,0.775281,0.224719,0.988636,0.714286,0.535443,8.658771,2.617938,0.022472,0.149052,0.143758,1.051758,1.617978,0.982872,41.907253,6.554829,0.123596,0.330984,2.205864,1.75611,0.41573,0.580145,3.491703,2.038821,1.426966,0.705299,5.731953,2.584626,3,2,2.5,0.707107,0.35942,0.269663,0.059031,0.374275,0.539326,-0.239698,0.428986,0.224719,0,0.496377,0.224719,0,0.496377,0.224719,0,0.496377,0.224719,0,0.446014,0.258427,-0.010864,0.496377,0.224719,0,0.513406,0.269663,0.13382,0.446014,0.258427,-0.010864,0.496377,0.224719,0,0.513406,0.269663,0.13382,0.446014,0.258427,-0.010864,0.496377,0.224719,0,0.513406,0.269663,0.13382,3,1,2,4,2.5,0.707107,2,3,16,64,192,79.166667,71.666667,0,77.5,75,72.5,77.5,78.333333,77.5,77.5,72.5,79.166667,78.333333,78.333333,74.166667,79.166667,78.333333,79.166667,75,75.833333,75,79.166667
34,90,9,3,0.1,3,3,0.033333,0.003704,0,9,2,0,1,0.222222,64,2,0.711111,0.022222,0.629213,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,2,2.888889,0.600925,0.408812,0.355556,-0.066667,0.399359,0.366667,-0.133588,0.468428,0.3,-0.021008,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.461852,0.455556,-0.103469,0.5,0.288889,0,0.5,0.288889,0,0.461852,0.455556,-0.103469,0.5,0.288889,0,0.5,0.288889,0,0.461852,0.455556,-0.103469,?,?,?,?,2.888889,0.600925,2,4,12,36,108,67.2,68,0,59.2,54.4,0,71.2,72,0,66.4,66.4,64.8,72,70.4,61.6,72,71.2,72,72,63.2,59.2,68.8
40994,540,21,2,0.038889,0,0,0,0,20,1,1,0.952381,0.047619,0.047619,494,46,0.914815,0.085185,0.83859,5.07502,2.901355,-1.215148,0.000005,0.499913,0.288813,-1.502788,-0.000833,90.5,52.008901,-1.198661,0.001275,0.499988,0.288872,-1.200352,-0.000537,0.50003,0.288944,-1.200038,-0.00006,0.500091,0.289013,-1.199497,0.000224,2,2,2,0,0.534853,0.12963,0.077329,0.932054,0.062963,0.442013,0.741375,0.085185,0,0.812159,0.087037,0.329139,0.812159,0.087037,0.329139,0.812159,0.087037,0.329139,0.799837,0.074074,0.472759,0.817924,0.075926,0.233167,0.659479,0.1,0.332051,0.799837,0.074074,0.472759,0.817924,0.075926,0.233167,0.659479,0.1,0.332051,0.799837,0.074074,0.472759,0.817924,0.075926,0.233167,0.659479,0.1,0.332051,495.15,140.999916,3,540,2,0,2,2,291600,157464000,85030560000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
35,366,35,6,0.095628,8,8,0.021858,0.000625,1,34,1,0.028571,0.971429,0.028571,112,20,0.306011,0.054645,0.421918,36.296089,15.324557,-0.707909,0.073352,36.296089,15.324557,-0.707909,0.073352,36.296089,15.324557,-0.707909,0.073352,36.296089,15.324557,-0.707909,0.073352,36.296089,15.324557,-0.707909,0.073352,36.296089,15.324557,-0.707909,0.073352,6,2,3.970588,0.521379,0.960868,0.068306,0.914689,0.998014,0.035519,0.955509,0.786872,0.497268,0.339717,0.982738,0.065574,0.917895,0.982738,0.065574,0.917895,0.982738,0.065574,0.917895,0.969618,0.065574,0.917568,0.975215,0.101093,0.871715,0.948439,0.101093,0.873556,0.969618,0.065574,0.917568,0.975215,0.101093,0.871715,0.948439,0.101093,0.873556,0.969618,0.065574,0.917568,0.975215,0.101093,0.871715,0.948439,0.101093,0.873556,60,0,60,60,3.970588,0.521379,2,6,360,1440,5760,97.029703,96.237624,0,97.821782,96.237624,0,96.831683,96.237624,0,93.663366,93.267327,85.742574,88.514851,51.485149,94.653465,31.683168,51.485149,93.861386,96.435644,97.029703,89.108911,90.693069
1059,121,30,2,0.247934,0,0,0,0,29,1,1,0.966667,0.033333,0.033333,112,9,0.92562,0.07438,0.875,119.614018,232.280908,8.069056,2.248147,0.068347,0.08043,-1.131169,0.003959,2861.796364,5926.753898,47.405331,6.48599,0.506198,0.811032,2.987475,1.627898,4.760331,6.114225,4.932996,1.951962,20.586777,17.431598,9.625118,2.607276,2,2,2,0,0.755952,0.099174,0.279762,0.684212,0.247934,0.109421,0.59623,0.090909,-0.027799,0.487103,0.090909,-0.027799,0.487103,0.090909,-0.027799,0.487103,0.090909,-0.027799,0.458829,0.090909,-0.027799,0.513889,0.090909,-0.027799,0.477679,0.115702,-0.05611,0.458829,0.090909,-0.027799,0.513889,0.090909,-0.027799,0.477679,0.115702,-0.05611,0.458829,0.090909,-0.027799,0.513889,0.090909,-0.027799,0.477679,0.115702,-0.05611,32.758621,24.815973,3,90,2,0,2,2,8010,672840,47771640,96.969697,85.454545,89.69697,89.69697,90.909091,95.757576,96.969697,96.969697,96.969697,93.333333,91.515152,96.969697,93.939394,94.545455,92.121212,96.969697,92.121212,93.333333,96.969697,95.151515,92.727273,96.363636
1060,63,30,2,0.47619,0,0,0,0,29,1,1,0.966667,0.033333,0.033333,55,8,0.873016,0.126984,0.870968,1335.099676,2669.015554,8.78984,2.520199,0.12744,0.117447,-0.595824,-0.143987,34858.168076,71004.508648,32.825219,5.160645,2.000202,4.155969,4.855045,2.050562,16.603175,25.240482,6.354449,2.401308,70.920635,92.369053,10.856831,3.010658,2,2,2,0,0.629545,0.190476,0.140909,0.614466,0.15873,0.353183,0.569318,0.111111,0.403248,0.584091,0.126984,0.157191,0.584091,0.126984,0.157191,0.584091,0.126984,0.157191,0.584091,0.126984,0.157191,0.477273,0.15873,-0.053512,0.463636,0.190476,-0.092486,0.584091,0.126984,0.157191,0.477273,0.15873,-0.053512,0.463636,0.190476,-0.092486,0.584091,0.126984,0.157191,0.477273,0.15873,-0.053512,0.463636,0.190476,-0.092486,39.655172,18.225327,3,62,2,0,2,2,3844,234484,14303524,90,86.25,85,68.75,93.75,87.5,91.25,90,28.75,90,81.25,88.75,91.25,88.75,87.5,93.75,88.75,87.5,91.25,92.5,87.5,92.5
37,768,9,2,0.011719,0,0,0,0,8,1,1,0.888889,0.111111,0.111111,500,268,0.651042,0.348958,0.550196,44.985791,25.733743,2.775362,0.529246,0.471876,0.331329,-0.520072,-1.843608,120.894531,115.244002,7.21426,2.272251,8.017904,4.498224,0.27961,-0.294393,32.616732,13.856225,1.966801,0.537714,77.125977,28.818415,5.491254,1.722332,2,2,2,0,0.643403,0.309896,0.296032,0.808269,0.240885,0.458124,0.711119,0.272135,0.391059,0.718664,0.269531,0.381647,0.718664,0.269531,0.381647,0.718664,0.269531,0.381647,0.707437,0.276042,0.381774,0.762914,0.282552,0.351775,0.664448,0.307292,0.327196,0.707437,0.276042,0.381774,0.762914,0.282552,0.351775,0.664448,0.307292,0.327196,0.707437,0.276042,0.381774,0.762914,0.282552,0.351775,0.664448,0.307292,0.327196,156.75,166.099583,17,517,2,0,2,2,128216,23848176,3243351936,76.140351,74.649123,58.947368,77.017544,74.385965,76.929825,76.666667,77.105263,65.877193,70.789474,69.824561,75.350877,75.701754,72.45614,74.298246,65.350877,73.245614,74.122807,77.105263,76.491228,67.894737,74.649123
1061,107,30,2,0.280374,0,0,0,0,29,1,1,0.966667,0.033333,0.033333,87,20,0.813084,0.186916,0.698113,594.805401,1490.807532,18.377074,3.357419,0.101639,0.047394,-0.136323,-0.449572,15184.851718,39411.802649,46.377293,6.78096,0.705406,1.534301,4.174084,1.756348,11.242991,15.624326,17.250024,3.636093,50.130841,62.556946,26.348327,4.38906,2,2,2,0,0.600862,0.214953,0.182664,0.786352,0.149533,0.466999,0.689943,0.17757,0.379994,0.689943,0.17757,0.379994,0.689943,0.17757,0.379994,0.689943,0.17757,0.379994,0.697989,0.168224,0.400374,0.497126,0.186916,0,0.552299,0.28972,0.098886,0.697989,0.168224,0.400374,0.497126,0.186916,0,0.552299,0.28972,0.098886,0.697989,0.168224,0.400374,0.497126,0.186916,0,0.552299,0.28972,0.098886,55,34.262641,4,106,2,0,2,2,11236,1134836,114618436,80,86,86,76,84.666667,86.666667,86.666667,84.666667,30,79.333333,81.333333,83.333333,78.666667,82,87.333333,83.333333,80.666667,81.333333,86,87.333333,81.333333,82.666667
1062,36,30,2,0.833333,0,0,0,0,29,1,1,0.966667,0.033333,0.033333,28,8,0.777778,0.222222,0.685714,1162.289706,2137.525835,6.6946,2.196152,0.13646,0.098754,-0.438237,0.222177,30280.890086,56745.789397,17.401437,3.811311,1.233695,1.97896,3.886448,1.770565,16.305556,18.206924,6.242724,2.16605,62.375,72.94754,9.036565,2.590939,2,2,2,0,0.705357,0.25,0.362205,0.828869,0.166667,0.557377,0.723214,0.222222,0.409836,0.767857,0.222222,0.454545,0.767857,0.222222,0.454545,0.767857,0.222222,0.454545,0.767857,0.222222,0.409836,0.607143,0.25,0.164948,0.6875,0.277778,0.318182,0.767857,0.222222,0.409836,0.607143,0.25,0.164948,0.6875,0.277778,0.318182,0.767857,0.222222,0.409836,0.607143,0.25,0.164948,0.6875,0.277778,0.318182,25.517241,10.023617,3,36,2,0,2,2,1296,46656,1679616,82.5,85,82.5,82.5,82.5,90,87.5,85,47.5,80,82.5,90,87.5,92.5,90,87.5,87.5,87.5,85,85,77.5,82.5
39,336,8,8,0.02381,0,0,0,0,7,1,0,0.875,0.125,0,143,2,0.425595,0.005952,0.979104,0.499566,0.143729,51.976031,3.605501,0.495476,0.027277,-1.044754,-0.165956,0.501488,0.215751,336,18.330303,0.499732,0.088495,-0.938214,0.062867,0.50003,0.148157,0.259415,0.41422,0.500179,0.209411,29.079409,5.559348,8,8,8,0,0.884132,0.181548,0.748845,0.962896,0.169643,0.764772,0.776887,0.354167,0.448527,0.892164,0.205357,0.71111,0.892164,0.205357,0.71111,0.892164,0.205357,0.71111,0.88597,0.193452,0.729502,0.903507,0.241071,0.66094,0.841387,0.252976,0.655235,0.88597,0.193452,0.729502,0.903507,0.241071,0.66094,0.841387,0.252976,0.655235,0.88597,0.193452,0.729502,0.903507,0.241071,0.66094,0.841387,0.252976,0.655235,51.857143,35.049625,2,82,8,0,8,8,6396,492492,31026996,80.212766,83.829787,43.617021,83.829787,81.914894,0,85.957447,85.106383,0,80,79.787234,77.446809,81.276596,65.744681,81.489362,43.617021,66.595745,80,85.106383,83.404255,76.595745,79.574468
1063,522,22,2,0.042146,0,0,0,0,21,1,1,0.954545,0.045455,0.045455,415,107,0.795019,0.204981,0.994242,977.893699,5875.729588,130.10843,8.953093,0.188966,0.275609,1.991855,1.04648,18542.991628,113271.216451,321.255912,16.788705,3.048659,6.512592,43.980587,5.476206,9.735287,21.942779,139.550397,10.083296,47.317433,116.694681,199.2132,12.276349,2,2,2,0,0.66202,0.195402,0.387733,0.814412,0.170498,0.409277,0.73074,0.197318,0.400829,0.7286,0.183908,0.339537,0.7286,0.183908,0.339537,0.7286,0.183908,0.339537,0.727902,0.183908,0.334131,0.77775,0.159004,0.407321,0.63691,0.193487,0.382805,0.727902,0.183908,0.334131,0.77775,0.159004,0.407321,0.63691,0.193487,0.382805,0.727902,0.183908,0.334131,0.77775,0.159004,0.407321,0.63691,0.193487,0.382805,126.714286,114.304481,8,330,2,0,2,2,108570,34633830,10286247510,80.649351,85.194805,82.727273,84.025974,84.805195,84.935065,82.987013,85.194805,24.935065,79.74026,78.311688,85.064935,82.467532,84.155844,81.688312,79.87013,80.25974,80.12987,85.194805,83.116883,81.168831,83.636364
